새주소,지번주소,좌표정보,좌표정보2,테마코드,콘텐츠_코드,언어셋,콘텐츠_명,시도명,구명,동명,산지여부,주_번지,부_번지,기타주소,전화번호,상세정보_값_1,상세정보_값_2,상세정보_값_3,상세정보_값_4,상세정보_값_5,상세정보_값_6,상세정보_값_7,상세정보_값_8,상세정보_값_9,상세정보_값_10,상세정보_값_11,상세정보_값_12,상세정보_값_13,상세정보_값_14,상세정보_값_15,상세정보_값_16,상세정보_값_17,상세정보_값_18,상세정보_값_19,상세정보_값_20,상세정보_이름_1,상세정보_이름_2,상세정보_이름_3,상세정보_이름_4,상세정보_이름_5,상세정보_이름_6,상세정보_이름_7,상세정보_이름_8,상세정보_이름_9,상세정보_이름_10,상세정보_이름_11,상세정보_이름_12,상세정보_이름_13,상세정보_이름_14,상세정보_이름_15,상세정보_이름_16,상세정보_이름_17,상세정보_이름_18,상세정보_이름_19,상세정보_이름_20,좌표데이터,좌표_타입,선_두께,테마_선_색상,키워드,등록일,수정일
서울특별시 은평구 백련산로 179 (응암동응암제1동주민센터),서울특별시 은평구 응암동 96-3번지 응암제1동주민센터,126.926904013,37.600758921,100115,ID001486,KOR,은평문화의집,,은평구,,,,,,,문화의 집,12/22/1997,,,,,,,,,,,,,,,,,,,분류,개관일,,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 은평구 갈현로 301 (갈현동갈현1동청사및문화의집),서울특별시 은평구 갈현동 436-14번지 갈현1동청사및문화의집,126.916769999,37.623593873,100115,ID001487,KOR,갈현1동문화의집,,은평구,,,,,,02-351-5108 ,문화의 집,03/28/2005,,,,,,,,,,,,,,,,,,,분류,개관일,,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 서대문구 백련사길 39 (홍은동서대문문화체육회관),서울특별시 서대문구 홍은동  산 26-155번지 서대문문화체육회관 서대문문화회관내,126.931759295,37.581062916,100115,ID001488,KOR,서대문문화의집,,서대문구,,,,,,,문화의 집,10/25/1996,,,,,,,,,,,,,,,,,,,분류,개관일,,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 강서구 화곡로 215 (화곡동강서문화센터),서울특별시 강서구 화곡동 111-90번지 강서문화센터,126.843788174,37.544658195,100115,ID001489,KOR,화곡문화의집,,강서구,,,,,,02-2266-6600,문화의 집,12/28/1999,,,,,,,,,,,,,,,,,,,분류,개관일,,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 양천구 목동중앙본로 120 (목동목2동주민센터),서울특별시 양천구 목동 530-6번지 목2동주민센터,126.87161137,37.546167029,100115,ID001491,KOR,목2동문화의집,,양천구,,,,,,,문화의 집,01/22/2002,,,,,,,,,,,,,,,,,,,분류,개관일,,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
경상남도 진주시 진양호로 526 지하1층 (인사동백상빌딩),경상남도 진주시 인사동 1-7번지 백상빌딩 지하1층 길12,128.083012661,35.192538222,100115,ID001394,KOR,화봉갤러리,,종로구,,,,,,737-0057 1159,갤러리,1996,총 300평,,,,,,,,,,,,,,,,,,분류,개관일,면적,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 마포구 토정로3길 16 (합정동),서울특별시 마포구 합정동 367-9번지,126.914386186,37.546306211,100115,ID001430,KOR,벼레별씨,,마포구,,,,,,070-7764-2361,갤러리카페,책 미술작품 전시 공연 카페 ,민간,,,,,,,,,,,,,,,,,,분류,사업,소유,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
,서울특별시 종로구 팔판동 55번지,126.981358784,37.58242917,100115,ID001445,KOR,카페 디55,,종로구,,,,,,02-720-5014,갤러리카페,카페 갤러리,민간,,,,,,,,,,,,,,,,,,분류,사업,소유,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 중구 퇴계로 123 10층 (충무로2가하이헤리엇),서울특별시 중구 충무로2가 65-9번지 하이헤리엇 10층 하이해리엇,126.985387975,37.561071792,100115,ID001460,KOR,CGV 명동역 씨네라이브러리,,중구,,,,,,1544-1122,영화관,5,694,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 노원구 동일로204가길 12 (중계동홈플러스),서울특별시 노원구 중계동 509-2번지 홈플러스,127.068418913,37.639753725,100115,ID001461,KOR,CGV 중계,,노원구,,,,,,1544-1122,영화관,7,1179,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 노원구 섬밭로 258 지하1층 (중계동건영옴니백화점),서울특별시 노원구 중계동 506-1번지 건영옴니백화점 지하1층,127.064385722,37.638868774,100115,ID001462,KOR,CGV 하계,,노원구,,,,,,1544-1122,영화관,4,917,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 마포구 양화로 153 (동교동토로스쇼핑타워),서울특별시 마포구 동교동 159-8번지 토로스쇼핑타워 동교동,126.922695703,37.556384612,100115,ID001463,KOR,CGV 홍대,,마포구,,,,,,1544-1122,영화관,6,876,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 강남구 논현로 848 (신사동),서울특별시 강남구 신사동 603-2번지,127.028702233,37.524620576,100115,ID001464,KOR,CINE de CHEF 압구정,,강남구,,,,,,1544-1122,영화관,2,78,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 종로구 삼일대로 428 4층 (낙원동낙원상가),서울특별시 종로구 낙원동 236-1번지 낙원상가 4층,126.988043016,37.572773984,100115,ID001465,KOR,낭만극장(실버영화관),,종로구,,,,,,02-3672-4232,영화관,1,286,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 금천구 디지털로10길 9 (가산동현대아울렛금천점),서울특별시 금천구 가산동 60-8번지 현대아울렛금천점,126.888602068,37.477581001,100115,ID001466,KOR,롯데시네마 가산디지털,,금천구,,,,,,1544-8855,영화관,6,1054,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 금천구 시흥대로 399 (독산동시티렉스),서울특별시 금천구 독산동 291-5번지 시티렉스,126.897450122,37.469339562,100115,ID001467,KOR,롯데시네마 독산,,금천구,,,,,,1544-8855,영화관,8,1606,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 송파구 올림픽로 300 (신천동),서울특별시 송파구 신천동 29번지 엔터동롯데시네마(5F11F,127.104014802,37.514193919,100115,ID001468,KOR,롯데시네마 월드타워,,송파구,,,,,,1544-8855,영화관,21,4617,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
화랑로32길 146-20,성북구 석관동 산 1-5,127.056008795,37.603818193,100115,ID000164,KOR,한국예술종합학교(소극장),,성북구,,,,,,02-746-9496,공연장,546,221,323,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
삼선교로 14,성북구 삼선동1가 35,127.007295432,37.587573697,100115,ID000165,KOR,극장 봄,,성북구,,,,,,070-4127-8318,공연장,86.7,69,55,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
삼각산로 85,강북구 수유동 360-10,127.01340648,37.640787979,100115,ID000166,KOR,강북문화예술회관  대공연장,,강북구,,,,,,02-944-3060,공연장,1248,308,666,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
월계로 173 북서울꿈의숲,강북구 번동 산 28-6,127.040879968,37.620970932,100115,ID000167,KOR,북서울 꿈의 숲 아트센터 콘서트홀,,강북구,,,,,,02-2289-5401,공연장,332,90,301,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
월계로 173 북서울꿈의숲,강북구 번동 산 28-6,127.040879968,37.620970932,100115,ID000168,KOR,북서울 꿈의 숲 아트센터 퍼포먼스홀,,강북구,,,,,,02-2289-5401,공연장,340,82,283,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
도봉로 552,도봉구 창5동 303,127.038608752,37.654098687,100115,ID000169,KOR,도봉구민회관  대강당,,도봉구,,,,,,02-901-5160,공연장,1812,363,600,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
도봉로 552,도봉구 창5동 303,127.038608752,37.654098687,100115,ID000170,KOR,도봉구민회관  소공연장,,도봉구,,,,,,02-901-5160,공연장,470.7,99,193,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
노해로69길 132,도봉구 창4동 1-6,127.050797129,37.657133694,100115,ID000171,KOR,시립창동문화체육센터 공연장,,도봉구,,,,,,02-901-5200,공연장,364.31,79.2,214,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
광운로1길 24,노원구 월계동 447-1,127.059653114,37.61969955,100115,ID000172,KOR,광운대학교  문화관 대극장,,노원구,,,,,,02-940-5114,공연장,2151,392,2038,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
중계로 181,노원구 중계본동 364-3,127.079969867,37.650158364,100115,ID000173,KOR,노원문화예술회관  대공연장,,노원구,,,,,,02-951-3355,공연장,847,574,616,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
중계로 181,노원구 중계본동 364-3,127.08,37.65,100115,ID000174,KOR,노원문화예술회관  소공연장,,노원구,,,,,,02-951-3355,공연장,414,148,292,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
섬밭로 258,노원구 중계동 506-1,127.064734625,37.638821221,100115,ID000175,KOR,옴니아트홀,,노원구,,,,,,02-785-1400,공연장,117,33,210,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
노해로 502,노원구 상계동 723,127.063671412,37.654448927,100115,ID000176,KOR,노원어울림극장,,노원구,,,,,,02-2289-6767,공연장,1471,391.73,282,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
녹번로 16,은평구 녹번동 85-4,126.928354722,37.603913446,100115,ID000177,KOR,은평구문화예술회관,,은평구,,,,,,02-350-5222,공연장,815,264,701,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
명물길 12-4,서대문구 창천동 18-29,126.937193487,37.556302147,100115,ID000178,KOR,The  stage(더스테이지),,서대문구,,,,,,02-312-9940,공연장,536.24,120,252,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
이화여대길 52,서대문구 대현동 11-1,126.94743251,37.562548315,100115,ID000179,KOR,ECC  삼성홀,,서대문구,,,,,,1644-2962,공연장,3475,405,708,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
충정로 7,서대문구 충정로3가 476,126.962239355,37.560122555,100115,ID000180,KOR,충정로  난타극장,,서대문구,,,,,,02-739-8288,공연장,3494,117.3,582,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
백련사길 39,서대문구 홍은동 산 26-155,126.931507809,37.580814989,100115,ID000181,KOR,서대문문화체육회관,,서대문구,,,,,,02-360-8560,공연장,12700,198,589,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
신촌역로 13,서대문구 대현동 104-1,126.942508318,37.557798063,100115,ID000182,KOR,퀸라이브홀,,서대문구,,,,,,02-313-7777,공연장,151.48,26.46,100,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
신촌로 129,서대문구 창천동 20-24,126.940526402,37.556535565,100115,ID000183,KOR,무빙온,,서대문구,,,,,,,공연장,329,92,202,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
대흥로20길 28,마포구 대흥동 30-3,126.945543821,37.549975437,100115,ID000184,KOR,마포아트센터 아트홀맥,,마포구,,,,,,02-3274-8600,공연장,2620.82,435.67,789,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
언주로 721,강남구 논현2동 71,127.034004295,37.518147022,100115,ID000343,KOR,관세박물관,,강남구,,,,,,02-510-1082,박물관,국립,1993.3.25,관세역사,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
삼청로 37,종로구 세종로 1-1,126.976835968,37.580841165,100115,ID000344,KOR,국립민속박물관,,종로구,,,,,,02-3704-3114,박물관,국립,1993.2.17,전통민속,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
서빙고로 137 국립,용산구 용산동6가 168-6,126.982219589,37.523032363,100115,ID000345,KOR,국립중앙박물관,,용산구,,,,,,02-2077-9000,박물관,국립,2005.10.28 ,종합유물,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
대학로 60,종로구 연건동 178-1,127.002567473,37.576515848,100115,ID000010,KOR,청운글로브극장,,종로구,,,,,,02-764-7606,공연장,316,45,80,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
동숭4길 16-3,종로구 동숭동 12-6,127.004560805,37.583305252,100115,ID000011,KOR,단막극장,,종로구,,,,,,02-765-1544,공연장,120,22,100,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
성균관로 87,종로구 명륜1가 5,126.998278966,37.58997235,100115,ID000012,KOR,극단연우무대,,종로구,,,,,,02-744-7090,공연장,166,51,120,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
새문안로 75,종로구 신문로1가 57,126.972950629,37.570631146,100115,ID000013,KOR,금호아트홀,,종로구,,,,,,02-6303-1977,공연장,54672,61,390,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
자하문로 242,종로구 부암동 208-71,126.964084269,37.595736392,100115,ID000014,KOR,부암아트홀,,종로구,,,,,,02-391-9631,공연장,271,39,200,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
창경궁로 254,종로구 명륜2가 41-4,127.000005536,37.583691933,100115,ID000015,KOR,한성아트홀 1관,,종로구,,,,,,02-741-0251,공연장,637,99,240,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
창경궁로 254,종로구 명륜2가 41-4,127.000005536,37.583691933,100115,ID000016,KOR,한성아트홀 2관,,종로구,,,,,,02-741-0251,공연장,637,62,160,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
대학로12길 15,종로구 동숭동 1-54,127.003,37.583,100115,ID000017,KOR,극단 아룽구지,,종로구,,,,,,02-741-5978,공연장,304,99,142,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
동숭길 39,종로구 동숭동 1-53,127.00304149,37.582765188,100115,ID000018,KOR,(봄날아트홀) 소극장아리랑,,종로구,,,,,,02-741-5332,공연장,198,52,120,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
성균관로 91,종로구 혜화동 1-21,126.998829415,37.590349211,100115,ID000019,KOR,국민생활관소극장,,종로구,,,,,,02-745-6701,공연장,252,110,112,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
대학로12길 63,종로구 동숭동 1-89,127.004008403,37.581229927,100115,ID000020,KOR,까망소극장,,종로구,,,,,,02-3672-8868,공연장,138,30,125,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
대학로 132,종로구 동숭동 1-35,127.002073815,37.583087593,100115,ID000021,KOR,아티스탄홀,,종로구,,,,,,02-786-3134,공연장,349,59.4,300,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
대학로9길 18,종로구 명륜4가 111-2,127.000835028,37.581839816,100115,ID000022,KOR,소극장축제,,종로구,,,,,,02-765-5625,공연장,277,35,110,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
바우뫼로12길 70,서초구 양재2동 202,127.032798273,37.466770885,100115,ID000245,KOR,더케이서울호텔  대극장,,서초구,,,,,,02-571-8100,공연장,4120.5,448.8,998,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
효령로72길 60,서초구 서초동 1355,127.027982403,37.485695703,100115,ID000246,KOR,한전아트센터 ,,서초구,,,,,,02-2105-8133,공연장,6145,417,999,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
남부순환로 2374,서초구 서초동 1753,127.010428784,37.477646401,100115,ID000247,KOR,한국예술종합학교  크누아홀,,서초구,,,,,,02-746-9000,공연장,511,158,406,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
반포대로 150,서초구 서초동 1720-4,127.007262862,37.493424892,100115,ID000248,KOR,㈜흰물결  화이트홀,,서초구,,,,,,02-535-8644,공연장,230,61,320,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
반포대로 287,서초구 반포2동 18-3,127.000834257,37.504335747,100115,ID000249,KOR,반포아트홀  M,,서초구,,,,,,02-593-5600,공연장,209.71,34.44,200,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
동광로19길 15,서초구 방배본동 794-29,126.989115035,37.493096614,100115,ID000250,KOR,두리춤터(FOYER),,서초구,,,,,,02-533-2141,공연장,157.93,50.4,80,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
동광로19길 15,서초구 방배본동 794-29,126.989117578,37.493099569,100115,ID000251,KOR,두리춤터(Black  Box),,서초구,,,,,,02-533-2141,공연장,215.76,72,100,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
법원로3길 22,서초구 서초동 1708-7,127.008246748,37.493235266,100115,ID000252,KOR,씨어터송,,서초구,,,,,,070-8843-0088,공연장,253.93,130,120,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
잠원로 51,서초구 잠원동 70-2,127.007421514,37.509234316,100115,ID000253,KOR,뉴코아  소극장,,서초구,,,,,,02-530-5000,공연장,222.42,41.5,200,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000ff,,03/03/2017,03/03/2017
일원로 90,강남구 일원동 713,127.082306447,37.485767286,100115,ID000254,KOR,밀알학교  세라믹 팔레스홀,,강남구,,,,,,02-3411-4668,공연장,1701,129,438,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
논현로 508 GS타워,강남구 역삼동 679,127.03678242,37.50209136,100115,ID000255,KOR,LG아트센터,,강남구,,,,,,02-2005-0114,공연장,9455,456,1103,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
삼성로 154,강남구 대치2동 509-2,127.06413228,37.49384629,100115,ID000256,KOR,강남구민회관강당,,강남구,,,,,,02-2196-0891,공연장,804,141,516,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
남부순환로 2364,서초구 서초동 700,127.015227578,37.481084445,100115,ID000346,KOR,국립국악원 국악박물관,,서초구,,,,,,02-580-3130,박물관,국립,1995.2,국악관련,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
세종대로 198,종로구 세종로 82-1,126.977907816,37.57391212,100115,ID000347,KOR,대한민국역사박물관,,종로구,,,,,,02-3703-9200,박물관,국립,2012.12.26,대한민국역사,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
남부순환로2572,서초구 서초동 1376-2,127.031,37.483,100115,ID000348,KOR,외교사전시실,,서초구,,,,,,02-571-9987,박물관,국립,2006.4.27,외교역사,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
종로5길 86,종로구 수송동 104,126.979853841,37.574062375,100115,ID000349,KOR,조세박물관,,종로구,,,,,,02-397-1635,박물관,국립,2005.6.30,세금역사,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
우정국로 59 우정총국,종로구 견지동 39-7,126.982595522,37.574437309,100115,ID000350,KOR,체신기념관,,종로구,,,,,,02-734-8369,박물관,국립,1972.12.4,우정역사,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
북촌로5길 48 정독도서관,종로구 화동 2,126.983026309,37.580773211,100115,ID000351,KOR,서울교육박물관,,종로구,,,,,,02-736-2859,박물관,공립(시),1996.4.22,교육역사,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
능동로 238,광진구 능동 18,127.08155219,37.549591371,100115,ID000352,KOR,서울상상나라,,광진구,,,,,,02-6450-9500,박물관,공립(시),2013.7.15,영유아놀이기구,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
새문안로 55,종로구 신문로2가 2-1,126.968817679,37.570749423,100115,ID000353,KOR,서울역사박물관,,종로구,,,,,,02-724-0274,박물관,공립(시),2003.6.23,종합유물,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
왕십리로 27,성동구 성수동1가 642-1,127.042225575,37.53982158,100115,ID000354,KOR,수도박물관,,성동구,,,,,,02-3146-5921,박물관,공립(시),2008.9.26,수도유물,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
소파로 46(회현동 1가 100-177) 교육연구정보원 23 층,중구 회현동 1가 100-177,126.981743015,37.554019247,100115,ID000355,KOR,지구촌민속교육박물관,,중구,,,,,,02-773-9590,박물관,공립(시),2009.9.14,인형및의식주,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
청계천로 530,성동구 마장동 527-4,127.034894949,37.571188052,100115,ID000356,KOR,청계천문화관,,성동구,,,,,,02-2286-3410,박물관,공립(시),2008.3.19,청계천유물,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
위례성대로 71,송파구 방이동 88-20,127.120843742,37.51539641,100115,ID000357,KOR,한성백제박물관,,송파구,,,,,,02-2152-5800,박물관,공립(시),2011.11.14,백제유물,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
양천로47길 36 겸재정선기,강서구 가양1동 243-1,126.838698362,37.572230363,100115,ID000358,KOR,겸재정선기념관,,강서구,,,,,,02-2659-2206,박물관,공립(구),2009.6.19,겸재관련유물,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
